id	hit_rfam_acc	fam_name	hit_clan_acc	olp	e_value
URS00000001CB	RF00177	SSU_rRNA_bacteria	CL00111	^	8.3e-285
URS00000001CC	RF00177	SSU_rRNA_bacteria	CL00111	^	6.4e-126
URS00000001CD	RF00177	SSU_rRNA_bacteria	CL00111	^	1.7e-123
URS00000001CF	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000001D0	RF00177	SSU_rRNA_bacteria	CL00111	^	3.9e-130
URS00000001D2	RF00177	SSU_rRNA_bacteria	CL00111	^	2.2e-142
URS00000001D3	RF02543	LSU_rRNA_eukarya	CL00112	^	1.2e-68
URS00000001D7	RF00177	SSU_rRNA_bacteria	CL00111	^	5.7e-102
URS00000001D8	RF00177	SSU_rRNA_bacteria	CL00111	^	5e-164
URS00000001D9	RF00177	SSU_rRNA_bacteria	CL00111	^	1e-290
URS00000001DA	RF00177	SSU_rRNA_bacteria	CL00111	^	1.1e-126
URS00000001DB	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000001DC	RF00177	SSU_rRNA_bacteria	CL00111	^	1.2e-146
URS00000001DD	RF01959	SSU_rRNA_archaea	CL00111	^	1.6e-47
URS00000001DE	RF01959	SSU_rRNA_archaea	CL00111	^	5.2e-61
URS00000001DF	RF02541	LSU_rRNA_bacteria	CL00112	^	3.9e-75
URS00000001E0	RF00177	SSU_rRNA_bacteria	CL00111	^	3.1e-210
URS00000001E1	RF01959	SSU_rRNA_archaea	CL00111	^	0.0
URS00000001E2	RF00177	SSU_rRNA_bacteria	CL00111	^	2e-60
URS00000001E3	RF00177	SSU_rRNA_bacteria	CL00111	^	1.1e-103
URS00000001E4	RF00177	SSU_rRNA_bacteria	CL00111	^	1.6e-199
URS00000001E5	RF01960	SSU_rRNA_eukarya	CL00111	*	1.9e-14
URS00000001E8	RF00177	SSU_rRNA_bacteria	CL00111	^	1.9e-135
URS00000001E9	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000001EA	RF00177	SSU_rRNA_bacteria	CL00111	^	3.5e-243
URS00000001EC	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000001ED	RF00177	SSU_rRNA_bacteria	CL00111	^	2.5e-175
URS00000001EE	RF00177	SSU_rRNA_bacteria	CL00111	^	2.1e-125
URS00000001EF	RF00177	SSU_rRNA_bacteria	CL00111	^	9.1e-160
URS00000001F0	RF02543	LSU_rRNA_eukarya	CL00112	^	1.3e-75
URS00000001F1	RF01959	SSU_rRNA_archaea	CL00111	^	1e-266
URS00000001F3	RF01959	SSU_rRNA_archaea	CL00111	^	3.3e-64
URS00000001F4	RF02543	LSU_rRNA_eukarya	CL00112	^	7.6e-85
URS00000001F5	RF00177	SSU_rRNA_bacteria	CL00111	^	4.3e-53
URS00000001F6	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000001F7	RF00177	SSU_rRNA_bacteria	CL00111	^	9e-213
URS00000001F9	RF00177	SSU_rRNA_bacteria	CL00111	^	4.7e-138
URS00000001FA	RF00177	SSU_rRNA_bacteria	CL00111	*	5.1e-34
URS00000001FB	RF00177	SSU_rRNA_bacteria	CL00111	^	1.2e-292
URS00000001FC	RF00177	SSU_rRNA_bacteria	CL00111	^	6.3e-281
URS00000001FE	RF00177	SSU_rRNA_bacteria	CL00111	^	2.5e-113
URS00000001FF	RF01960	SSU_rRNA_eukarya	CL00111	^	1.5e-179
URS0000000200	RF00177	SSU_rRNA_bacteria	CL00111	^	6.8e-114
URS0000000201	RF00177	SSU_rRNA_bacteria	CL00111	^	3.5e-229
URS0000000202	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000000203	RF00177	SSU_rRNA_bacteria	CL00111	^	1.4e-132
URS0000000204	RF00177	SSU_rRNA_bacteria	CL00111	^	1.1e-118
URS0000000205	RF00177	SSU_rRNA_bacteria	CL00111	^	4.7e-85
URS0000000206	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000000207	RF01959	SSU_rRNA_archaea	CL00111	^	4e-58
URS0000000208	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000020A	RF00002	5_8S_rRNA	-	*	7.9e-38
URS000000020B	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000020C	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000020E	RF01960	SSU_rRNA_eukarya	CL00111	^	0.0
URS000000020F	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000000210	RF00177	SSU_rRNA_bacteria	CL00111	^	3.3e-268
URS0000000211	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000000212	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000000214	RF00177	SSU_rRNA_bacteria	CL00111	^	6.4e-63
URS0000000215	RF01960	SSU_rRNA_eukarya	CL00111	^	2.2e-103
URS0000000216	RF00177	SSU_rRNA_bacteria	CL00111	^	3e-200
URS0000000217	RF01959	SSU_rRNA_archaea	CL00111	^	7.6e-62
URS0000000218	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000021A	RF00177	SSU_rRNA_bacteria	CL00111	^	9.7e-138
URS000000021B	RF00005	tRNA	CL00001	*	1e-12
URS000000021C	RF00177	SSU_rRNA_bacteria	CL00111	^	1.6e-109
URS000000021D	RF00177	SSU_rRNA_bacteria	CL00111	^	7.9e-132
URS000000021E	RF00177	SSU_rRNA_bacteria	CL00111	*	4e-45
URS000000021F	RF01959	SSU_rRNA_archaea	CL00111	^	1.8e-199
URS0000000220	RF00177	SSU_rRNA_bacteria	CL00111	^	2.4e-237
URS0000000221	RF00177	SSU_rRNA_bacteria	CL00111	^	3.1e-69
URS0000000222	RF00177	SSU_rRNA_bacteria	CL00111	^	1.8e-100
URS0000000223	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000000224	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000000225	RF00005	tRNA	CL00001	*	7.1e-13
URS0000000226	RF01960	SSU_rRNA_eukarya	CL00111	*	2.1e-23
URS0000000229	RF01960	SSU_rRNA_eukarya	CL00111	^	2.3e-204
URS000000022B	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000022C	RF00177	SSU_rRNA_bacteria	CL00111	^	1.4e-170
URS000000022D	RF02543	LSU_rRNA_eukarya	CL00112	^	9.9e-71
URS000000022E	RF00177	SSU_rRNA_bacteria	CL00111	^	1.2e-88
URS000000022F	RF00177	SSU_rRNA_bacteria	CL00111	^	1.4e-42
URS0000000230	RF00177	SSU_rRNA_bacteria	CL00111	^	4e-69
URS0000000231	RF02542	SSU_rRNA_microsporidia	CL00111	*	3.7e-20
URS0000000232	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000000235	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000000236	RF00177	SSU_rRNA_bacteria	CL00111	^	2.4e-55
URS0000000237	RF00177	SSU_rRNA_bacteria	CL00111	^	1.4e-98
URS0000000238	RF01959	SSU_rRNA_archaea	CL00111	^	8.3e-67
URS0000000239	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000023B	RF00177	SSU_rRNA_bacteria	CL00111	^	5.7e-135
URS000000023C	RF00177	SSU_rRNA_bacteria	CL00111	^	1.1e-57
URS000000023E	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000000240	RF00177	SSU_rRNA_bacteria	CL00111	^	6.1e-196
URS0000000241	RF00177	SSU_rRNA_bacteria	CL00111	^	5.1e-56
URS0000000242	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000000245	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000000246	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000000247	RF00177	SSU_rRNA_bacteria	CL00111	^	2.8e-101
URS0000000248	RF00177	SSU_rRNA_bacteria	CL00111	^	1.8e-60
URS000000024A	RF00177	SSU_rRNA_bacteria	CL00111	^	2.6e-78
URS000000024B	RF00177	SSU_rRNA_bacteria	CL00111	^	2e-126
URS000000024C	RF01959	SSU_rRNA_archaea	CL00111	^	2.9e-107
URS000000024D	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000024E	RF01960	SSU_rRNA_eukarya	CL00111	^	0.0
URS000000024F	RF00177	SSU_rRNA_bacteria	CL00111	^	2e-174
URS0000000250	RF00005	tRNA	CL00001	*	2e-11
URS0000000251	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000000252	RF00177	SSU_rRNA_bacteria	CL00111	^	8.7e-173
URS0000000253	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000000254	RF02541	LSU_rRNA_bacteria	CL00112	^	1.4e-90
URS0000000258	RF00177	SSU_rRNA_bacteria	CL00111	^	7.9e-98
URS000000025A	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000025B	RF02541	LSU_rRNA_bacteria	CL00112	^	1.7e-65
URS000000025C	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000025D	RF00177	SSU_rRNA_bacteria	CL00111	^	8.6e-129
URS000000025E	RF00177	SSU_rRNA_bacteria	CL00111	^	2.2e-75
URS000000025F	RF02543	LSU_rRNA_eukarya	CL00112	^	6.1e-61
URS0000000261	RF00002	5_8S_rRNA	-	*	1.7e-39
URS0000000263	RF00177	SSU_rRNA_bacteria	CL00111	^	8.5e-61
URS0000000264	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000000265	RF01959	SSU_rRNA_archaea	CL00111	^	1.1e-67
URS0000000266	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000000267	RF00177	SSU_rRNA_bacteria	CL00111	^	6.1e-167
URS0000000268	RF00005	tRNA	CL00001	*	1.6e-14
URS0000000269	RF00177	SSU_rRNA_bacteria	CL00111	^	7.2e-122
URS000000026A	RF00177	SSU_rRNA_bacteria	CL00111	^	6.8e-60
URS000000026B	RF00177	SSU_rRNA_bacteria	CL00111	^	1.5e-278
URS000000026C	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000026D	RF01959	SSU_rRNA_archaea	CL00111	^	4.2e-193
URS000000026F	RF00177	SSU_rRNA_bacteria	CL00111	^	1.4e-144
URS0000000270	RF01959	SSU_rRNA_archaea	CL00111	^	2e-258
URS0000000273	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000000274	RF00177	SSU_rRNA_bacteria	CL00111	^	5.1e-101
URS0000000276	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000000277	RF00177	SSU_rRNA_bacteria	CL00111	^	8.3e-46
URS0000000279	RF00177	SSU_rRNA_bacteria	CL00111	^	2.6e-95
URS000000027A	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000027B	RF00177	SSU_rRNA_bacteria	CL00111	^	4.4e-189
URS000000027C	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000027D	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000027E	RF00177	SSU_rRNA_bacteria	CL00111	^	2e-75
URS000000027F	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000000280	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000000281	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000000282	RF00177	SSU_rRNA_bacteria	CL00111	*	1e-35
URS0000000283	RF00177	SSU_rRNA_bacteria	CL00111	^	4.4e-49
URS0000000284	RF00177	SSU_rRNA_bacteria	CL00111	^	1.7e-242
URS0000000286	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000000287	RF00177	SSU_rRNA_bacteria	CL00111	^	1.2e-189
URS0000000288	RF00177	SSU_rRNA_bacteria	CL00111	^	2.7e-249
URS0000000289	RF00177	SSU_rRNA_bacteria	CL00111	^	2.4e-166
URS000000028A	RF00177	SSU_rRNA_bacteria	CL00111	^	5.7e-141
URS000000028B	RF00177	SSU_rRNA_bacteria	CL00111	^	2.2e-191
URS000000028C	RF00177	SSU_rRNA_bacteria	CL00111	^	7.3e-102
URS000000028D	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000028E	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000000290	RF00177	SSU_rRNA_bacteria	CL00111	^	5.3e-201
URS0000000291	RF00177	SSU_rRNA_bacteria	CL00111	^	1.5e-61
URS0000000292	RF00005	tRNA	CL00001	*	5.1e-15
URS0000000293	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000000294	RF00177	SSU_rRNA_bacteria	CL00111	^	1.5e-125
URS0000000295	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000000296	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000000297	RF00177	SSU_rRNA_bacteria	CL00111	^	1.1e-132
URS0000000298	RF00177	SSU_rRNA_bacteria	CL00111	^	6e-36
URS000000029A	RF00177	SSU_rRNA_bacteria	CL00111	^	1.1e-205
URS000000029C	RF00177	SSU_rRNA_bacteria	CL00111	^	1.4e-200
URS000000029D	RF00177	SSU_rRNA_bacteria	CL00111	^	9.4e-160
URS000000029F	RF00177	SSU_rRNA_bacteria	CL00111	^	8.7e-137
URS00000002A0	RF01959	SSU_rRNA_archaea	CL00111	^	0.0
URS00000002A1	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000002A2	RF00177	SSU_rRNA_bacteria	CL00111	^	4e-61
URS00000002A3	RF01960	SSU_rRNA_eukarya	CL00111	^	0.0
URS00000002A5	RF00177	SSU_rRNA_bacteria	CL00111	^	1.1e-156
URS00000002A6	RF00177	SSU_rRNA_bacteria	CL00111	^	1.2e-126
URS00000002A7	RF00177	SSU_rRNA_bacteria	CL00111	^	1.9e-157
URS00000002A8	RF00177	SSU_rRNA_bacteria	CL00111	^	5.2e-133
URS00000002AA	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000002AB	RF00177	SSU_rRNA_bacteria	CL00111	^	3.8e-229
URS00000002AE	RF00005	tRNA	CL00001	*	2e-16
URS00000002AE	RF00005	tRNA	CL00001	*	2.7e-14
URS00000002B1	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000002B2	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000002B3	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000002B5	RF00177	SSU_rRNA_bacteria	CL00111	^	2.2e-149
URS00000002B6	RF00177	SSU_rRNA_bacteria	CL00111	^	3.3e-284
URS00000002B7	RF00177	SSU_rRNA_bacteria	CL00111	^	4.7e-118
URS00000002B8	RF00177	SSU_rRNA_bacteria	CL00111	^	4.4e-281
URS00000002B9	RF00005	tRNA	CL00001	*	8.4e-14
URS00000002BA	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000002BD	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000002BE	RF02543	LSU_rRNA_eukarya	CL00112	^	0.0
URS00000002BF	RF00177	SSU_rRNA_bacteria	CL00111	^	1.6e-112
URS00000002C1	RF00177	SSU_rRNA_bacteria	CL00111	^	1.1e-51
URS00000002C2	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000002C4	RF00177	SSU_rRNA_bacteria	CL00111	^	1.3e-129
URS00000002C6	RF00177	SSU_rRNA_bacteria	CL00111	^	8.4e-113
URS00000002C7	RF02543	LSU_rRNA_eukarya	CL00112	^	1.1e-69
URS00000002C8	RF02543	LSU_rRNA_eukarya	CL00112	^	1.1e-135
URS00000002C9	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000002CB	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000002CD	RF00177	SSU_rRNA_bacteria	CL00111	^	9.6e-128
URS00000002CE	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000002CF	RF01959	SSU_rRNA_archaea	CL00111	^	4e-150
URS00000002D0	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000002D1	RF01960	SSU_rRNA_eukarya	CL00111	^	2.3e-145
URS00000002D2	RF00177	SSU_rRNA_bacteria	CL00111	^	2.9e-144
URS00000002D3	RF00177	SSU_rRNA_bacteria	CL00111	^	5.5e-130
URS00000002D4	RF01960	SSU_rRNA_eukarya	CL00111	^	1.1e-137
URS00000002D5	RF01959	SSU_rRNA_archaea	CL00111	^	5.4e-211
URS00000002D6	RF00177	SSU_rRNA_bacteria	CL00111	^	9e-250
URS00000002D7	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000002D8	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000002DA	RF00177	SSU_rRNA_bacteria	CL00111	^	1.2e-190
URS00000002DB	RF01960	SSU_rRNA_eukarya	CL00111	^	0.0
URS00000002DC	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000002DD	RF00005	tRNA	CL00001	*	4.6e-16
URS00000002DE	RF00177	SSU_rRNA_bacteria	CL00111	*	1.2e-46
URS00000002DF	RF02543	LSU_rRNA_eukarya	CL00112	^	1.5e-79
URS00000002E1	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000002E4	RF00177	SSU_rRNA_bacteria	CL00111	^	1.8e-129
URS00000002E5	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000002E7	RF00177	SSU_rRNA_bacteria	CL00111	^	2e-134
URS00000002E8	RF00177	SSU_rRNA_bacteria	CL00111	^	6.7e-197
URS00000002EB	RF00177	SSU_rRNA_bacteria	CL00111	^	4.9e-149
URS00000002EC	RF00177	SSU_rRNA_bacteria	CL00111	^	7e-239
URS00000002ED	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000002EE	RF00177	SSU_rRNA_bacteria	CL00111	^	9.9e-126
URS00000002EF	RF00177	SSU_rRNA_bacteria	CL00111	^	2.7e-144
URS00000002F0	RF00177	SSU_rRNA_bacteria	CL00111	^	7.3e-133
URS00000002F1	RF00005	tRNA	CL00001	*	6.1e-17
URS00000002F2	RF00177	SSU_rRNA_bacteria	CL00111	^	1.6e-179
URS00000002F3	RF01960	SSU_rRNA_eukarya	CL00111	^	2.6e-281
URS00000002F4	RF00177	SSU_rRNA_bacteria	CL00111	^	1.7e-195
URS00000002F5	RF00177	SSU_rRNA_bacteria	CL00111	^	5.3e-108
URS00000002F6	RF00177	SSU_rRNA_bacteria	CL00111	^	5.7e-111
URS00000002F7	RF00005	tRNA	CL00001	*	2.8e-10
URS00000002F8	RF00177	SSU_rRNA_bacteria	CL00111	^	2.2e-216
URS00000002F8	RF00005	tRNA	CL00001	*	1.7e-14
URS00000002F8	RF00005	tRNA	CL00001	*	1.5e-13
URS00000002F9	RF02541	LSU_rRNA_bacteria	CL00112	^	2.8e-29
URS00000002FA	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000002FB	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000002FD	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000002FE	RF00005	tRNA	CL00001	*	5.8e-09
URS00000002FF	RF00177	SSU_rRNA_bacteria	CL00111	^	2.1e-285
URS0000000300	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000000301	RF00177	SSU_rRNA_bacteria	CL00111	^	6.8e-253
URS0000000302	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000000303	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000000304	RF00177	SSU_rRNA_bacteria	CL00111	^	5.7e-136
URS0000000305	RF00177	SSU_rRNA_bacteria	CL00111	^	7.2e-233
URS0000000306	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000000308	RF02543	LSU_rRNA_eukarya	CL00112	^	1.4e-31
URS0000000309	RF00177	SSU_rRNA_bacteria	CL00111	^	1.5e-163
URS000000030A	RF02543	LSU_rRNA_eukarya	CL00112	^	2.9e-64
URS000000030B	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000030C	RF00177	SSU_rRNA_bacteria	CL00111	^	8.7e-131
URS000000030D	RF01960	SSU_rRNA_eukarya	CL00111	^	0.0
URS000000030E	RF00177	SSU_rRNA_bacteria	CL00111	*	1.4e-51
URS000000030F	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000000310	RF00177	SSU_rRNA_bacteria	CL00111	^	7.2e-59
URS0000000311	RF00177	SSU_rRNA_bacteria	CL00111	^	1.2e-122
URS0000000312	RF00177	SSU_rRNA_bacteria	CL00111	^	8.5e-163
URS0000000313	RF00177	SSU_rRNA_bacteria	CL00111	^	1.1e-107
URS0000000314	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000000318	RF00177	SSU_rRNA_bacteria	CL00111	^	6e-233
URS0000000319	RF00177	SSU_rRNA_bacteria	CL00111	^	4.6e-148
URS000000031A	RF00177	SSU_rRNA_bacteria	CL00111	^	1.4e-242
URS000000031B	RF00177	SSU_rRNA_bacteria	CL00111	*	4.4e-25
URS000000031C	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000031D	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000031E	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000031F	RF00002	5_8S_rRNA	-	*	2.7e-44
URS0000000320	RF00177	SSU_rRNA_bacteria	CL00111	^	1.4e-134
URS0000000321	RF00177	SSU_rRNA_bacteria	CL00111	^	1.8e-241
URS0000000322	RF00230	T-box	-	*	4.1e-23
URS0000000323	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000000324	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000000325	RF00177	SSU_rRNA_bacteria	CL00111	^	7.6e-130
URS0000000326	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000000327	RF00177	SSU_rRNA_bacteria	CL00111	^	1.3e-238
URS0000000328	RF00177	SSU_rRNA_bacteria	CL00111	^	9.6e-181
URS0000000329	RF00177	SSU_rRNA_bacteria	CL00111	^	3.5e-212
URS000000032A	RF00177	SSU_rRNA_bacteria	CL00111	^	1e-64
URS000000032B	RF01959	SSU_rRNA_archaea	CL00111	^	3e-174
URS000000032C	RF01959	SSU_rRNA_archaea	CL00111	^	5.1e-232
URS000000032D	RF00177	SSU_rRNA_bacteria	CL00111	^	8.7e-207
URS000000032E	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000032F	RF00005	tRNA	CL00001	*	3.9e-13
URS0000000330	RF01959	SSU_rRNA_archaea	CL00111	^	0.0
URS0000000331	RF00177	SSU_rRNA_bacteria	CL00111	^	5.8e-118
URS0000000332	RF00177	SSU_rRNA_bacteria	CL00111	^	2.5e-148
URS0000000335	RF00177	SSU_rRNA_bacteria	CL00111	^	1.4e-269
URS0000000336	RF01959	SSU_rRNA_archaea	CL00111	^	7.7e-268
URS0000000338	RF00177	SSU_rRNA_bacteria	CL00111	^	4.5e-73
URS0000000339	RF00177	SSU_rRNA_bacteria	CL00111	^	2.2e-104
URS000000033A	RF00177	SSU_rRNA_bacteria	CL00111	^	3e-181
URS000000033B	RF00177	SSU_rRNA_bacteria	CL00111	^	1.1e-111
URS000000033C	RF00177	SSU_rRNA_bacteria	CL00111	^	4.6e-65
URS000000033E	RF01960	SSU_rRNA_eukarya	CL00111	^	6.5e-62
URS000000033F	RF00177	SSU_rRNA_bacteria	CL00111	^	2e-123
URS0000000340	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000000341	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000000345	RF02541	LSU_rRNA_bacteria	CL00112	^	0.0
URS0000000346	RF00177	SSU_rRNA_bacteria	CL00111	^	2.9e-229
URS0000000347	RF00177	SSU_rRNA_bacteria	CL00111	^	6.5e-273
URS0000000349	RF00177	SSU_rRNA_bacteria	CL00111	^	2.9e-241
URS000000034A	RF00177	SSU_rRNA_bacteria	CL00111	^	2.2e-111
URS000000034B	RF00177	SSU_rRNA_bacteria	CL00111	^	4.6e-171
URS000000034D	RF00177	SSU_rRNA_bacteria	CL00111	^	4e-75
URS000000034E	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000000350	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000000352	RF02543	LSU_rRNA_eukarya	CL00112	^	1.1e-75
URS0000000353	RF00177	SSU_rRNA_bacteria	CL00111	*	7.2e-17
URS0000000354	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000000356	RF00177	SSU_rRNA_bacteria	CL00111	^	4.7e-83
URS0000000357	RF00005	tRNA	CL00001	*	2.5e-14
URS0000000358	RF00177	SSU_rRNA_bacteria	CL00111	^	7.8e-69
URS0000000359	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000035A	RF00177	SSU_rRNA_bacteria	CL00111	^	1.4e-140
URS000000035B	RF00177	SSU_rRNA_bacteria	CL00111	^	1.6e-66
URS000000035C	RF00005	tRNA	CL00001	*	6.1e-17
URS000000035E	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000000360	RF02543	LSU_rRNA_eukarya	CL00112	^	1.3e-142
URS0000000361	RF00177	SSU_rRNA_bacteria	CL00111	^	4.6e-192
URS0000000362	RF00177	SSU_rRNA_bacteria	CL00111	^	1.6e-292
URS0000000363	RF00177	SSU_rRNA_bacteria	CL00111	^	4.1e-54
URS0000000364	RF00002	5_8S_rRNA	-	*	2.6e-39
URS0000000365	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000000366	RF01960	SSU_rRNA_eukarya	CL00111	^	0.0
URS0000000368	RF00177	SSU_rRNA_bacteria	CL00111	^	2e-131
URS0000000369	RF00177	SSU_rRNA_bacteria	CL00111	^	5.7e-119
URS000000036A	RF00177	SSU_rRNA_bacteria	CL00111	^	1.9e-172
URS000000036B	RF00177	SSU_rRNA_bacteria	CL00111	^	3.3e-147
URS000000036C	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000036D	RF00177	SSU_rRNA_bacteria	CL00111	^	1.1e-54
URS000000036E	RF00177	SSU_rRNA_bacteria	CL00111	*	2.3e-20
URS0000000370	RF00177	SSU_rRNA_bacteria	CL00111	^	1.9e-54
URS0000000371	RF00177	SSU_rRNA_bacteria	CL00111	*	2.4e-50
URS0000000372	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000000373	RF01960	SSU_rRNA_eukarya	CL00111	^	0.0
URS0000000374	RF00177	SSU_rRNA_bacteria	CL00111	^	7.1e-62
URS0000000375	RF00177	SSU_rRNA_bacteria	CL00111	^	5.3e-69
URS0000000376	RF00177	SSU_rRNA_bacteria	CL00111	^	2.3e-80
URS0000000377	RF00177	SSU_rRNA_bacteria	CL00111	^	9.6e-245
URS0000000379	RF00177	SSU_rRNA_bacteria	CL00111	^	6.1e-138
URS000000037B	RF00177	SSU_rRNA_bacteria	CL00111	^	8.4e-92
URS000000037E	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000037F	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000000381	RF00177	SSU_rRNA_bacteria	CL00111	*	7e-16
URS0000000382	RF02543	LSU_rRNA_eukarya	CL00112	^	1.4e-123
URS0000000383	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000000387	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000000388	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000038A	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000038C	RF00177	SSU_rRNA_bacteria	CL00111	^	1e-114
URS000000038D	RF00177	SSU_rRNA_bacteria	CL00111	^	1.3e-128
URS0000000390	RF00177	SSU_rRNA_bacteria	CL00111	^	1.3e-234
